age,gender,race,marital_status,occupation,work_class,final_weight,education,education_num,relationship,capital_gain,capital_loss,hours_per_week,native_country,class
"(35, 40)",Male,*,*,Prof-specialty,Self-emp-inc,172538,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,208358,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Local-gov,329980,HS-grad,9,Not-in-family,0,1876,40,Canada,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-inc,163057,Some-college,10,Not-in-family,0,0,99,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Local-gov,188612,Some-college,10,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Private,103986,Assoc-voc,11,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Adm-clerical,Local-gov,32587,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,61343,HS-grad,9,Husband,0,0,90,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,225504,Masters,14,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,198587,Bachelors,13,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,114059,Bachelors,13,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,410489,Bachelors,13,Not-in-family,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,66326,HS-grad,9,Husband,0,0,99,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-inc,135500,HS-grad,9,Husband,0,1977,40,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,237995,Assoc-voc,11,Not-in-family,0,0,48,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Self-emp-inc,183800,Assoc-acdm,12,Husband,0,1887,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,161141,Some-college,10,Husband,0,0,48,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Federal-gov,192443,Some-college,10,Not-in-family,13550,0,40,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,195516,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,331395,Assoc-voc,11,Husband,0,0,42,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,218490,Assoc-voc,11,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Private,51264,11th,7,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,167415,Prof-school,15,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,305597,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,184655,HS-grad,9,Husband,0,0,48,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,260997,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,147258,10th,6,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Local-gov,190964,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Self-emp-not-inc,280169,Bachelors,13,Husband,7298,0,50,United-States,>50K
"(35, 40)",Male,*,*,Sales,Self-emp-not-inc,163204,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,335168,Some-college,10,Husband,0,0,55,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Local-gov,86643,Bachelors,13,Husband,0,0,45,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Self-emp-not-inc,146042,Bachelors,13,Husband,3103,0,60,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,116358,HS-grad,9,Other-relative,27828,0,48,United-States,>50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,137314,Some-college,10,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Protective-serv,Private,261646,HS-grad,9,Husband,0,0,55,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,86459,Assoc-voc,11,Husband,0,1887,50,United-States,>50K
"(35, 40)",Male,*,*,Other-service,Private,238980,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,183800,Bachelors,13,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,434097,Assoc-acdm,12,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,236391,HS-grad,9,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,177277,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,132879,HS-grad,9,Unmarried,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,119272,10th,6,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,220585,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,151771,7th-8th,4,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,187748,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,143058,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,374983,11th,7,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Self-emp-inc,299036,Bachelors,13,Husband,0,0,55,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,89622,HS-grad,9,Husband,0,0,80,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,230329,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,214891,HS-grad,9,Husband,0,0,40,Dominican-Republic,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,105821,HS-grad,9,Husband,5178,0,40,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,87556,Masters,14,Not-in-family,0,0,45,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,151322,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,107125,Some-college,10,Not-in-family,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,183892,10th,6,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,State-gov,239409,Masters,14,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,224512,Masters,14,Husband,0,0,55,United-States,>50K
"(35, 40)",Male,*,*,Other-service,Private,194287,7th-8th,4,Own-child,0,1602,35,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Self-emp-not-inc,245372,Bachelors,13,Not-in-family,0,0,15,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,86551,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,241998,HS-grad,9,Not-in-family,4787,0,40,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Local-gov,127772,Bachelors,13,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,173476,Prof-school,15,Husband,7688,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,143068,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,199439,Masters,14,Husband,0,0,45,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,206521,Bachelors,13,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,115076,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,193241,Some-college,10,Husband,0,0,38,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,202027,Masters,14,Husband,7688,0,50,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,187711,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,189878,Prof-school,15,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,202397,Bachelors,13,Husband,0,0,40,Philippines,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,241998,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,109133,Masters,14,Not-in-family,27828,0,60,Iran,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,280570,Bachelors,13,Husband,3103,0,50,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,409189,Some-college,10,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,232854,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Self-emp-not-inc,282461,7th-8th,4,Husband,0,0,35,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Private,617898,Bachelors,13,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Private,409189,5th-6th,3,Husband,0,0,40,Mexico,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,29054,HS-grad,9,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Federal-gov,32528,HS-grad,9,Husband,0,0,40,England,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,73715,11th,7,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Local-gov,113337,Some-college,10,Husband,0,0,42,United-States,>50K
"(35, 40)",Male,*,*,Adm-clerical,Local-gov,160910,Bachelors,13,Husband,7298,0,40,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Self-emp-not-inc,29430,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,251091,Some-college,10,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,248708,Assoc-acdm,12,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,164526,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,112497,HS-grad,9,Other-relative,0,0,35,Ireland,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,66686,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,344480,Some-college,10,Husband,0,0,65,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,36270,HS-grad,9,Husband,0,1977,65,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,198654,Prof-school,15,Husband,0,2415,67,India,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,355856,Bachelors,13,Husband,0,0,40,Cambodia,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,38245,Some-college,10,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Private,405644,1st-4th,2,Other-relative,0,0,77,Mexico,<=50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,223433,Assoc-voc,11,Husband,0,0,53,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,41624,10th,6,Husband,0,0,70,Mexico,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,111128,HS-grad,9,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,152307,Some-college,10,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,300681,HS-grad,9,Husband,7298,0,35,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Private,81280,Bachelors,13,Husband,0,0,65,Yugoslavia,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,119992,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,202027,Bachelors,13,Husband,7298,0,35,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,186934,Some-college,10,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,361888,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,176101,HS-grad,9,Husband,0,0,80,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,169672,11th,7,Husband,0,0,65,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,404661,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Self-emp-not-inc,185325,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Other-service,Self-emp-not-inc,230268,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,156728,Bachelors,13,Husband,0,0,56,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Private,156728,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,127930,HS-grad,9,Not-in-family,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,46385,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,34378,Some-college,10,Husband,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,139364,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,80324,Some-college,10,Husband,0,1977,62,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-inc,199265,Some-college,10,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,305597,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,120074,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,177907,Some-college,10,Husband,0,0,65,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,186934,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,101020,12th,8,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,121590,Some-college,10,Not-in-family,4787,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,230329,HS-grad,9,Husband,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,220696,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,359796,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Local-gov,397877,Bachelors,13,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,170174,HS-grad,9,Husband,7298,0,60,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,412296,HS-grad,9,Husband,0,0,35,Mexico,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,268292,HS-grad,9,Husband,0,0,41,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,321274,Bachelors,13,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,179579,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,180477,Masters,14,Not-in-family,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,267556,HS-grad,9,Husband,4064,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Local-gov,167440,HS-grad,9,Husband,0,0,20,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-not-inc,255503,11th,7,Not-in-family,0,0,55,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,185556,Masters,14,Husband,0,1887,40,United-States,>50K
"(35, 40)",Male,*,*,Adm-clerical,Private,185405,HS-grad,9,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,37778,Masters,14,Husband,0,0,70,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,184655,11th,7,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,334999,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,65876,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,169672,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Federal-gov,172571,Some-college,10,Not-in-family,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Private,348521,Some-college,10,Husband,0,2415,99,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,224566,Assoc-acdm,12,Not-in-family,0,1669,45,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,162424,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,360743,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,172571,Bachelors,13,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,347434,9th,5,Husband,0,0,43,Mexico,<=50K
"(35, 40)",Male,*,*,Sales,Private,278924,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,160920,Some-college,10,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Federal-gov,153066,Masters,14,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,167735,11th,7,Own-child,6849,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Private,556902,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,State-gov,203628,Bachelors,13,Husband,0,0,45,United-States,>50K
"(35, 40)",Male,*,*,Protective-serv,State-gov,37931,HS-grad,9,Husband,0,0,48,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,115215,HS-grad,9,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,211073,Some-college,10,Husband,0,0,61,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,273612,Bachelors,13,Not-in-family,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,295127,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,368140,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,108198,HS-grad,9,Own-child,0,0,15,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Self-emp-inc,308686,Bachelors,13,Husband,0,0,70,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,187711,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,329980,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Self-emp-not-inc,199753,Some-college,10,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,243409,HS-grad,9,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Sales,Self-emp-inc,141584,HS-grad,9,Unmarried,0,0,55,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,93034,HS-grad,9,Not-in-family,0,0,40,Cambodia,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,366757,HS-grad,9,Husband,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Private,34378,1st-4th,2,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,709445,HS-grad,9,Other-relative,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,236328,10th,6,Husband,0,0,48,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,60313,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,219155,HS-grad,9,Husband,0,0,43,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,106347,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,68899,HS-grad,9,Husband,0,2129,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,186183,HS-grad,9,Husband,15024,0,80,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,215503,HS-grad,9,Husband,4386,0,45,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,203169,Assoc-voc,11,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,130589,Some-college,10,Not-in-family,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Protective-serv,Private,179668,HS-grad,9,Husband,0,0,40,Scotland,<=50K
"(35, 40)",Male,*,*,Sales,Self-emp-inc,186035,Some-college,10,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,215503,HS-grad,9,Not-in-family,0,0,65,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Local-gov,210991,Bachelors,13,Husband,0,1740,40,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Private,301070,HS-grad,9,Unmarried,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,186183,Masters,14,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,131808,Assoc-voc,11,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,241306,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Federal-gov,329088,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,38948,Some-college,10,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,229236,HS-grad,9,Husband,0,0,40,Puerto-Rico,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Private,36376,Some-college,10,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Local-gov,286405,Doctorate,16,Husband,0,1887,50,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,183892,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,172694,Some-college,10,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,65624,Bachelors,13,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Self-emp-not-inc,36270,HS-grad,9,Not-in-family,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,77820,Some-college,10,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,181705,11th,7,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,147548,HS-grad,9,Husband,0,0,85,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,263081,HS-grad,9,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Adm-clerical,Private,287658,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Local-gov,302149,Bachelors,13,Husband,7298,0,40,Philippines,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,176073,Some-college,10,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,144860,HS-grad,9,Husband,0,0,65,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,187870,Bachelors,13,Husband,7298,0,50,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,248919,11th,7,Husband,0,0,40,Guatemala,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,41017,Some-college,10,Husband,0,0,52,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,99374,10th,6,Husband,0,0,55,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,117166,10th,6,Husband,2635,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-inc,180477,Some-college,10,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Other-service,Private,348796,Bachelors,13,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,388252,Assoc-voc,11,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Self-emp-not-inc,409189,7th-8th,4,Husband,0,0,40,Mexico,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,214816,Bachelors,13,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,112660,9th,5,Own-child,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,434114,HS-grad,9,Husband,0,0,40,Mexico,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,109133,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,282951,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,38294,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,32146,Masters,14,Not-in-family,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,30529,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,193260,Some-college,10,Husband,0,0,25,Mexico,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,150057,Some-college,10,Husband,0,0,65,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,166606,11th,7,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,106961,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,149018,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,183279,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,123151,11th,7,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,164898,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,174912,HS-grad,9,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Self-emp-not-inc,607848,Bachelors,13,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,112497,9th,5,Own-child,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Protective-serv,State-gov,372130,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Self-emp-inc,187046,Masters,14,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-not-inc,52187,HS-grad,9,Husband,0,0,40,United-States,<=50K
